x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.06025594472885132,-0.06277573108673096,-0.03054843446210498,-0.08856987953186035,-0.15099000930786133,-0.04262722259358043,-0.09803831577301025,-0.22160252928733826,-0.04923449059918994,-0.10872024297714233,-0.28027236461639404,-0.04944379603460902,-0.0381314754486084,-0.2077733278274536,-0.03875150507286662,-0.11179721355438232,-0.1498788595199585,-0.0630474125404703,-0.11028999090194702,-0.09606045484542847,-0.0711614747901308,-0.08794766664505005,-0.08994787931442261,-0.07613990059093112,-0.005850434303283691,-0.17779630422592163,-0.03677418058708781,-0.0902397632598877,-0.10688257217407227,-0.06081177270010585,-0.08676010370254517,-0.062024593353271484,-0.061272229756866636,-0.06530815362930298,-0.06335389614105225,-0.0610863005180704,0.016673266887664795,-0.13165467977523804,-0.03811266621545428,-0.06242191791534424,-0.06546509265899658,-0.06389533331588382,-0.05941450595855713,-0.0329211950302124,-0.054772205408369246,-0.03961658477783203,-0.0411301851272583,-0.04670673212007159,0.03047579526901245,-0.0812651515007019,-0.042851172145162764,-0.03226345777511597,-0.029962897300720215,-0.06291430046752566,-0.03162515163421631,-0.008937597274780273,-0.06073116114333743,-0.013521552085876465,-0.017345964908599854,-0.056096087898765745,thumb
0.0,0.0,0.0,-0.050916433334350586,-0.05935859680175781,-0.02479592568397493,-0.07277512550354004,-0.13379019498825073,-0.03927605643093557,-0.07923167943954468,-0.1952061653137207,-0.04987063675343961,-0.09155207872390747,-0.2478739321231842,-0.054550089381336875,-0.022930622100830078,-0.20587295293807983,-0.035043906859755225,-0.09036988019943237,-0.1739986538887024,-0.058735818110108085,-0.09706902503967285,-0.11705219745635986,-0.0671303015869853,-0.08273017406463623,-0.09689229726791382,-0.07221779643714399,0.005625545978546143,-0.18546083569526672,-0.03606971397221059,-0.07777243852615356,-0.13604527711868286,-0.06011078550636739,-0.07973510026931763,-0.07484668493270874,-0.05967306389629812,-0.060808539390563965,-0.061357080936431885,-0.05732753171741933,0.024697303771972656,-0.1466209888458252,-0.03993309705674619,-0.05263972282409668,-0.09697180986404419,-0.06460514336049528,-0.05281931161880493,-0.04679000377655029,-0.05440927713334531,-0.03413057327270508,-0.041270554065704346,-0.04488349377334089,0.03547561168670654,-0.10165256261825562,-0.04673941104829282,-0.023028254508972168,-0.06597930192947388,-0.06605258255422086,-0.027430593967437744,-0.03336310386657715,-0.06261084645211668,-0.012135624885559082,-0.03128880262374878,-0.05622847049653501,thumb
0.0,0.0,0.0,-0.04742240905761719,-0.046489596366882324,-0.027774044504553785,-0.07253754138946533,-0.11774474382400513,-0.042302108561784735,-0.08498531579971313,-0.17612412571907043,-0.052034239476711264,-0.09915280342102051,-0.22808107733726501,-0.05632983819225501,-0.029430806636810303,-0.1717160940170288,-0.04092509225586127,-0.08608567714691162,-0.12098026275634766,-0.06466668770292472,-0.08957910537719727,-0.06848394870758057,-0.07281972393968772,-0.07791900634765625,-0.05124002695083618,-0.07752199397066306,0.0010010600090026855,-0.14741909503936768,-0.03970711231806945,-0.07185405492782593,-0.08000993728637695,-0.062273516511709204,-0.07076984643936157,-0.03252005577087402,-0.06289344207027625,-0.05290013551712036,-0.026972472667694092,-0.06262936369159888,0.022991716861724854,-0.1057170033454895,-0.041182886069805136,-0.044361233711242676,-0.042859673500061035,-0.0640178687928028,-0.041586995124816895,-0.009311318397521973,-0.055528163170606604,-0.02466648817062378,-0.011994719505310059,-0.048211186384946814,0.036066532135009766,-0.060012102127075195,-0.045613146579057684,-0.01625192165374756,-0.013625502586364746,-0.06435465738752555,-0.017326056957244873,0.007557988166809082,-0.06243084297159385,-0.003021717071533203,0.0020629167556762695,-0.05789997727254104,thumb
0.0,0.0,0.0,-0.043551862239837646,-0.03873378038406372,-0.03282508015200847,-0.07241225242614746,-0.10568517446517944,-0.04828392475411647,-0.08625507354736328,-0.16060537099838257,-0.057915789480659896,-0.09953135251998901,-0.21285474300384521,-0.06210485606953853,-0.0254514217376709,-0.14301413297653198,-0.047485613669607574,-0.08375191688537598,-0.07726556062698364,-0.07260390877291911,-0.0837632417678833,-0.02909839153289795,-0.08212171256110423,-0.06913363933563232,-0.018814146518707275,-0.08754790335461848,0.005299508571624756,-0.11642563343048096,-0.04354761674568408,-0.0650297999382019,-0.03454136848449707,-0.06574158131644481,-0.06032609939575195,-0.0012777447700500488,-0.0664585208849644,-0.04267829656600952,-0.007568418979644775,-0.06681506841943019,0.02815556526184082,-0.07369852066040039,-0.04251842706963771,-0.03700888156890869,0.0008041262626647949,-0.06525560974642985,-0.03201717138290405,0.021448969841003418,-0.055266068722460204,-0.016351699829101562,0.013138949871063232,-0.046436266447756225,0.04286372661590576,-0.027235746383666992,-0.04497861995861285,-0.007200837135314941,0.024752497673034668,-0.06505258887574428,-0.005100369453430176,0.034040093421936035,-0.06287482142016643,0.00974416732788086,0.02268582582473755,-0.057505523260090285,thumb
0.0,0.0,0.0,-0.046913981437683105,-0.04035156965255737,-0.039879190710991,-0.07988011837005615,-0.1108701229095459,-0.05813465544363794,-0.09445071220397949,-0.1683085560798645,-0.068368541983574,-0.110210120677948,-0.22344553470611572,-0.07311411478897867,-0.024914145469665527,-0.13208210468292236,-0.05773012617012796,-0.08565080165863037,-0.050717711448669434,-0.08360885360619363,-0.08190661668777466,-0.019350111484527588,-0.09237369426867303,-0.06413555145263672,-0.02973175048828125,-0.09725892075678644,0.010170400142669678,-0.10172951221466064,-0.05030282863756952,-0.06138765811920166,-0.006324946880340576,-0.07232472577473459,-0.05469655990600586,0.004926145076751709,-0.07118106165310678,-0.0359230637550354,-0.018054842948913574,-0.07052088060757455,0.0342177152633667,-0.058425724506378174,-0.04618120842954454,-0.03249484300613403,0.025614678859710693,-0.0685923648752862,-0.028038978576660156,0.026268601417541504,-0.05655061357995805,-0.011657238006591797,0.006888985633850098,-0.04619595312854585,0.04821419715881348,-0.012796521186828613,-0.0462922369815999,-0.0030115842819213867,0.04583120346069336,-0.06702367493292627,-0.0004845857620239258,0.04090309143066406,-0.06518508770844278,0.015443563461303711,0.022631406784057617,-0.059947310922353836,thumb
0.0,0.0,0.0,-0.047915101051330566,-0.028482019901275635,-0.041562739458697706,-0.07681024074554443,-0.0909346342086792,-0.06195972829760876,-0.09066617488861084,-0.1433379054069519,-0.07280801206530896,-0.10754340887069702,-0.20066213607788086,-0.07864195823373166,-0.021295011043548584,-0.11005920171737671,-0.06969867616595593,-0.06766259670257568,-0.02015465497970581,-0.09387696504296628,-0.07389146089553833,-0.01047581434249878,-0.10366469591559735,-0.06595593690872192,-0.031651198863983154,-0.11119259863795605,0.019543170928955078,-0.08093726634979248,-0.060326814350503355,-0.042141616344451904,0.025694608688354492,-0.0786767375439581,-0.04021871089935303,0.016124188899993896,-0.07751066952647534,-0.02893662452697754,-0.010971128940582275,-0.07873310118617383,0.04747915267944336,-0.039328038692474365,-0.05255310207309094,-0.010383427143096924,0.04966539144515991,-0.07356804579200116,-0.008575737476348877,0.04034745693206787,-0.05993018641771641,0.0021965503692626953,0.015320003032684326,-0.049144398120063215,0.06463557481765747,0.002649843692779541,-0.04885594516696301,0.020490527153015137,0.06678265333175659,-0.07228007137479153,0.021806955337524414,0.05822116136550903,-0.07039794295729962,0.03534805774688721,0.03528529405593872,-0.06449425935448971,thumb
0.0,0.0,0.0,-0.04977011680603027,-0.028684020042419434,-0.040635101774597615,-0.08019429445266724,-0.09411585330963135,-0.05960411233630225,-0.09495770931243896,-0.14675384759902954,-0.06876838607516333,-0.10985910892486572,-0.20406034588813782,-0.07267880094971702,-0.0264168381690979,-0.11504554748535156,-0.0693202207776551,-0.06654185056686401,-0.02362680435180664,-0.09153400016751334,-0.07365292310714722,-0.01671898365020752,-0.10047755045619056,-0.06640625,-0.03889036178588867,-0.10822555823054358,0.017416179180145264,-0.08738434314727783,-0.05973771614756629,-0.04191780090332031,0.025654375553131104,-0.07675938708510444,-0.037846148014068604,0.012504994869232178,-0.07571978522267386,-0.02599412202835083,-0.01786130666732788,-0.07727476609673545,0.04784262180328369,-0.04507112503051758,-0.05132050839986846,-0.009594440460205078,0.049682796001434326,-0.07139573646512076,-0.006947040557861328,0.038945555686950684,-0.0575086886974816,0.0038306117057800293,0.011574745178222656,-0.04665832249250457,0.06628584861755371,-0.0014837384223937988,-0.0468810762259011,0.01964348554611206,0.06678187847137451,-0.07124606920208976,0.021673202514648438,0.057947635650634766,-0.06994888586726233,0.03610515594482422,0.033644139766693115,-0.06405504448142096,thumb
0.0,0.0,0.0,-0.050315797328948975,-0.044317007064819336,-0.040049987458075975,-0.07612454891204834,-0.12885677814483643,-0.06077969314941356,-0.08805471658706665,-0.1937621831893921,-0.07563425096162746,-0.10441827774047852,-0.2531292140483856,-0.08504136147388408,-0.01249617338180542,-0.18208497762680054,-0.05078150945195148,-0.03583937883377075,-0.1199103593826294,-0.08338848742135951,-0.04820758104324341,-0.06269204616546631,-0.09850894900449703,-0.04355126619338989,-0.04472082853317261,-0.1077202359069247,0.03462350368499756,-0.15961456298828125,-0.04576796906479785,-0.0009012818336486816,-0.0805426836013794,-0.07499290498384426,-0.02254241704940796,-0.03286123275756836,-0.07962059470304439,-0.02001422643661499,-0.026841044425964355,-0.08240232857355068,0.06774944067001343,-0.12064892053604126,-0.044977291100110506,0.03090953826904297,-0.04046070575714111,-0.07665716352352092,0.006224095821380615,-0.00633007287979126,-0.07160695137866924,0.006106972694396973,-0.009952783584594727,-0.06582524868139217,0.09205186367034912,-0.07602494955062866,-0.04822519289740512,0.06326264142990112,-0.01764214038848877,-0.07135519626029918,0.03972983360290527,0.0068138837814331055,-0.07073673101552913,0.03472554683685303,0.0011892914772033691,-0.06801364811548183,thumb
0.0,0.0,0.0,-0.047961533069610596,-0.051961302757263184,-0.03895476206537296,-0.07466781139373779,-0.142065167427063,-0.060105805540047186,-0.08671140670776367,-0.2118520438671112,-0.07566595196124126,-0.10073155164718628,-0.2710249423980713,-0.08566755920048763,-0.005659580230712891,-0.20404773950576782,-0.049876195633373754,-0.021574974060058594,-0.14616179466247559,-0.07984739660616924,-0.03212237358093262,-0.0878872275352478,-0.09221337109204342,-0.03048640489578247,-0.06699913740158081,-0.09902008741494228,0.042810261249542236,-0.1813058853149414,-0.044455179268084066,0.013817787170410156,-0.10662055015563965,-0.0713895347654443,-0.0069539546966552734,-0.05890315771102905,-0.0747551706373315,-0.008657753467559814,-0.04790186882019043,-0.0765157428323846,0.07689088582992554,-0.14269745349884033,-0.042875607752762335,0.04827380180358887,-0.06997251510620117,-0.07248116403218319,0.024446308612823486,-0.03416496515274048,-0.06773921220894863,0.02024853229522705,-0.03133857250213623,-0.06190647303458263,0.10210651159286499,-0.09676593542098999,-0.04520474120374729,0.0828675627708435,-0.044221699237823486,-0.06685506671067287,0.058506667613983154,-0.017928659915924072,-0.06605842828150799,0.04957777261734009,-0.01891690492630005,-0.0628375869929414,thumb
0.0,0.0,0.0,-0.049802958965301514,-0.05559647083282471,-0.03562682784348681,-0.07691633701324463,-0.14771169424057007,-0.05476482874900057,-0.08824747800827026,-0.21992921829223633,-0.06932491353899195,-0.10309869050979614,-0.27682891488075256,-0.07877008906751826,-0.008320212364196777,-0.2137826681137085,-0.04388757339864924,-0.007726430892944336,-0.17118996381759644,-0.06866226635128214,-0.016716480255126953,-0.11081075668334961,-0.07646350852400019,-0.019326448440551758,-0.0855628252029419,-0.08031673274189188,0.03939950466156006,-0.1945675015449524,-0.03915221533924296,0.028470337390899658,-0.13209468126296997,-0.062210793711244605,0.007281363010406494,-0.07781755924224854,-0.06359873256832316,-0.0007083415985107422,-0.0627133846282959,-0.06373749218136027,0.07387685775756836,-0.16050684452056885,-0.037904243089258216,0.06238067150115967,-0.09752547740936279,-0.06606826476007654,0.03490757942199707,-0.054474830627441406,-0.06091931379586413,0.02175319194793701,-0.04679065942764282,-0.05415522596985056,0.09982651472091675,-0.11760139465332031,-0.03994859299808695,0.09494900703430176,-0.0728500485420227,-0.06011715076118662,0.06756341457366943,-0.041114628314971924,-0.057443830288946174,0.05156165361404419,-0.037460923194885254,-0.052586588181554816,thumb
